"","stopid","agency","purpose","race","gender","searchoccur","year","officerid","age","month","day","InFigure3","Berry"
"62391",6831513,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2007,19687908,26,1,28,FALSE,21.7
"144934",14927186,"Raleigh Police Department","Speed Limit","White","Female",0,2012,19784435,22,3,23,FALSE,7.2
"134061",13812779,"Raleigh Police Department","Other Vehicle","White","Male",0,2011,19812106,40,7,5,FALSE,5.4
"63643",6835489,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2007,19676618,40,2,16,TRUE,13.5
"25271",3832847,"Raleigh Police Department","Speed Limit","Black","Female",0,2004,19703795,47,1,7,TRUE,17.9
"61951",6829795,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2007,19811830,45,1,21,TRUE,14.4
"162731",16575309,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2013,19834458,27,4,6,FALSE,23
"47274",5663278,"Raleigh Police Department","Speed Limit","White","Male",0,2006,19737843,26,1,18,FALSE,23
"23401",3370598,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2003,19766501,28,9,22,TRUE,7.7
"74501",7876386,"Raleigh Police Department","Speed Limit","Black","Female",0,2007,19729159,32,11,13,FALSE,11.1
"138733",14198570,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19848751,30,10,16,FALSE,11
"18981",3028736,"Raleigh Police Department","Speed Limit","White","Male",0,2003,19775634,25,5,6,TRUE,20.9
"113391",11855212,"Raleigh Police Department","Investigation","White","Male",0,2010,19779403,40,6,18,FALSE,24
"18926",3028542,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2003,19743851,20,5,5,FALSE,2
"111843",11686056,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19872955,40,5,26,FALSE,9.9
"137369",14006067,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2011,19729159,48,9,22,FALSE,1
"172052",17580869,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2013,19860851,60,12,13,FALSE,15.1
"92931",10001347,"Raleigh Police Department","Investigation","Black","Male",0,2009,19846954,27,5,6,TRUE,24.5
"156444",16075318,"Raleigh Police Department","Other Vehicle","Black","Male",0,2012,19812106,60,12,7,FALSE,14.8
"95855",10345304,"Raleigh Police Department","Seat Belt","White","Male",0,2009,19778104,29,7,9,TRUE,17.3
"119955",12465025,"Raleigh Police Department","Other Vehicle","Black","Female",0,2010,19706367,46,10,2,FALSE,12.4
"147573",15154899,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2012,19747932,31,5,21,FALSE,5.8
"125061",12864407,"Raleigh Police Department","Driving Impaired","Black","Female",0,2011,19864602,23,1,15,FALSE,23.3
"80550",8485818,"Raleigh Police Department","Seat Belt","White","Male",0,2008,19706367,38,5,21,FALSE,21.2
"47651",5664760,"Raleigh Police Department","Speed Limit","White","Female",0,2006,19778104,48,1,26,TRUE,1.3
"170953",17341728,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2013,19747932,57,10,26,FALSE,17.6
"137573",14006896,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2011,19851101,30,9,14,TRUE,14.8
"114599",11860380,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19736439,27,6,28,FALSE,24.1
"79023",8282268,"Raleigh Police Department","Speed Limit","Black","Male",0,2008,19742931,18,3,16,TRUE,18.2
"70793",7492775,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19756826,21,8,12,FALSE,0.3
"128151",13163612,"Raleigh Police Department","Safe Movement","Black","Male",0,2011,19814682,49,3,8,FALSE,1.1
"3585",1626417,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19706367,24,3,27,FALSE,22.9
"4956",1728560,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2002,19703591,21,4,25,FALSE,5.4
"26433",3838046,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2003,19697522,27,12,19,FALSE,2.8
"148272",15158252,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2012,19875858,40,5,8,FALSE,2.1
"153317",15718562,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2012,19848751,30,9,15,FALSE,16.5
"87507",9239786,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2008,19832496,26,10,21,FALSE,24.8
"55962",6320455,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2006,19621914,35,9,5,FALSE,1.7
"153960",15822744,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2012,19857129,24,10,5,FALSE,20.5
"107333",11260873,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19735614,41,2,18,FALSE,0
"97777",10444122,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2009,19728105,24,8,17,FALSE,14.1
"1994",1498340,"Raleigh Police Department","Speed Limit","Black","Female",0,2002,19660950,22,2,19,FALSE,15.3
"79259",8283214,"Raleigh Police Department","Speed Limit","Black","Female",0,2008,19728105,25,3,3,FALSE,5
"16666",2760657,"Raleigh Police Department","Speed Limit","Black","Female",0,2003,19615139,38,2,25,FALSE,1
"98380",10446522,"Raleigh Police Department","Speed Limit","White","Male",0,2009,19835340,18,8,12,FALSE,23.9
"16892",2852581,"Raleigh Police Department","Investigation","White","Male",0,2003,19746415,28,3,4,TRUE,19.7
"9142",2079830,"Raleigh Police Department","Other Vehicle","White","Male",0,2002,19757479,23,7,23,TRUE,0.1
"115075",12009346,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2010,19559345,49,7,17,TRUE,22.4
"22291",3327331,"Raleigh Police Department","Speed Limit","White","Female",0,2003,19723556,25,8,20,FALSE,21.1
"50531",5916334,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2006,19766282,33,4,17,TRUE,21.4
"19698",3031517,"Raleigh Police Department","Seat Belt","White","Female",0,2003,19692424,39,5,28,TRUE,10.8
"9485",2194047,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19693587,23,8,1,FALSE,7.2
"26957",4108759,"Raleigh Police Department","Other Vehicle","Black","Male",0,2004,19757479,24,3,5,TRUE,20
"33216",4434261,"Raleigh Police Department","Speed Limit","Black","Male",0,2004,19710561,30,9,7,FALSE,8
"73863",7874041,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2007,19777855,23,11,6,FALSE,9.8
"87732",9240752,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19729159,42,10,9,FALSE,13.8
"81860",8615920,"Raleigh Police Department","Seat Belt","White","Male",0,2008,19723556,25,6,16,FALSE,8.8
"98596",10447285,"Raleigh Police Department","Speed Limit","Black","Female",0,2009,19751354,24,8,22,TRUE,22.3
"89897",9678473,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2009,19806445,55,2,4,TRUE,8
"35567",4616334,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2004,19789594,34,11,20,TRUE,7.8
"113776",11856798,"Raleigh Police Department","Speed Limit","Black","Male",0,2010,19670487,20,6,16,FALSE,5.3
"114102",11858122,"Raleigh Police Department","Speed Limit","Black","Female",0,2010,19775853,48,6,11,FALSE,7.1
"3126",1624872,"Raleigh Police Department","Other Vehicle","Black","Male",0,2002,19743851,20,3,17,FALSE,16.3
"61190",6826853,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2007,19774153,48,1,7,TRUE,24.5
"76676",8024469,"Raleigh Police Department","Speed Limit","White","Female",0,2008,7219,27,1,20,TRUE,10.6
"152150",15581491,"Raleigh Police Department","Speed Limit","Black","Male",0,2012,19729159,25,8,27,FALSE,16.2
"107644",11262007,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2010,19872955,22,2,22,FALSE,3.2
"140351",14355637,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2011,19775634,50,11,3,TRUE,24.4
"71960",7616006,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19787929,47,9,11,TRUE,15.2
"130985",13507048,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19859629,47,5,2,TRUE,17.9
"170848",17341481,"Raleigh Police Department","Speed Limit","White","Female",0,2013,19835340,36,10,4,FALSE,13.9
"145647",14930226,"Raleigh Police Department","Speed Limit","White","Female",0,2012,19676618,43,3,31,TRUE,0.9
"136350",13895967,"Raleigh Police Department","Other Vehicle","White","Female",0,2011,19549535,25,8,17,FALSE,19.2
"148144",15157593,"Raleigh Police Department","Safe Movement","Black","Male",0,2012,19875858,30,5,17,FALSE,11.2
"36606",4620858,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2004,19797672,35,12,20,FALSE,11.3
"46608",5660923,"Raleigh Police Department","Other Vehicle","Black","Female",0,2006,19812240,31,1,6,FALSE,21.6
"110172",11503041,"Raleigh Police Department","Safe Movement","White","Male",0,2010,19784435,21,4,22,FALSE,5.2
"37885",4778441,"Raleigh Police Department","Safe Movement","White","Male",0,2005,19744972,40,1,28,FALSE,17.1
"38291",4910877,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2005,19728105,44,3,6,FALSE,19
"107658",11262050,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2010,19843686,27,2,22,TRUE,21.6
"166257",16959236,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2013,19894247,43,7,27,FALSE,6.2
"59814",6592540,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2006,19737879,40,12,6,FALSE,17.5
"73235",7706063,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19729159,31,10,12,FALSE,18.4
"25098",3565364,"Raleigh Police Department","Vehicle Regulatory","Other","Male",0,2003,19766093,28,11,30,TRUE,0.2
"64152",6837316,"Raleigh Police Department","Investigation","White","Male",0,2007,19784435,21,2,26,FALSE,7.1
"143881",14756295,"Raleigh Police Department","Speed Limit","White","Female",0,2012,1984,35,2,9,FALSE,23.5
"7408",1956733,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19624824,25,6,13,FALSE,0.8
"147816",15156029,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2012,19872955,29,5,28,FALSE,19.7
"66843",7145589,"Raleigh Police Department","Speed Limit","Black","Male",0,2007,19742931,26,5,13,TRUE,19.4
"132243",13513033,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19703591,42,5,30,FALSE,6.6
"8256",2076860,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2002,19754956,26,7,3,TRUE,21.2
"57655",6423469,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2006,19678924,47,10,18,FALSE,23.6
"22630",3328667,"Raleigh Police Department","Speed Limit","Black","Female",0,2003,19624824,25,8,28,FALSE,6.3
"30453",4229976,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2004,19790722,42,6,13,FALSE,13.3
"168601",17096981,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2013,19737879,26,8,18,FALSE,22.1
"80391",8356029,"Raleigh Police Department","Speed Limit","White","Female",0,2008,19789957,23,4,30,TRUE,14.7
"124747",12718731,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19769805,38,12,31,FALSE,6.2
"21940",3326002,"Raleigh Police Department","Other Vehicle","Black","Male",0,2003,19684688,54,8,9,TRUE,15.4
"104434",11171060,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2009,19670487,29,12,29,FALSE,0.2
"124227",12716522,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2010,19815061,43,12,11,FALSE,9.8
"35942",4617919,"Raleigh Police Department","Speed Limit","Black","Female",0,2004,19706218,22,12,2,FALSE,19.6
"162769",16575471,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2013,19863912,32,4,7,FALSE,12.6
"46653",5661033,"Raleigh Police Department","Safe Movement","White","Male",0,2006,19559345,35,1,7,TRUE,2.1
"142527",14665724,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2012,19863912,28,1,10,FALSE,23.7
"75805",8021057,"Raleigh Police Department","Investigation","Black","Male",0,2008,19757588,21,1,16,TRUE,2.4
"25969",3835840,"Raleigh Police Department","Speed Limit","Black","Male",0,2004,19660950,44,1,30,FALSE,19
"86685",9165035,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19797219,29,9,4,FALSE,24.5
"171304",17578300,"Raleigh Police Department","Speed Limit","Black","Male",0,2013,19872955,44,12,1,FALSE,11.2
"77522",8116447,"Raleigh Police Department","Safe Movement","White","Male",0,2008,19799918,55,2,17,TRUE,19.2
"45957",5606204,"Raleigh Police Department","Speed Limit","White","Male",0,2005,19695379,40,12,24,FALSE,17.8
"31539",4311643,"Raleigh Police Department","Speed Limit","White","Male",0,2004,19660950,48,7,20,FALSE,8
"46002",5606382,"Raleigh Police Department","Speed Limit","White","Male",0,2005,19743851,32,12,26,FALSE,2.6
"18293",2959248,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2003,19703591,44,4,15,FALSE,16.4
"68314",7264907,"Raleigh Police Department","Speed Limit","White","Female",0,2007,19825904,30,6,19,FALSE,24.4
"59839",6592628,"Raleigh Police Department","Speed Limit","White","Male",0,2006,19786891,40,12,6,FALSE,3.1
"107708",11262241,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19822048,53,2,24,FALSE,13.7
"125207",12865145,"Raleigh Police Department","Stop Light/Sign","Black","Female",0,2011,19727992,24,1,22,FALSE,11.4
"105142",11210300,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19830600,45,1,8,TRUE,4.1
"124625",12718192,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2010,19727992,45,12,29,FALSE,17.4
"85944",9161933,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2008,19786927,28,9,28,FALSE,21.4
"18132",2958526,"Raleigh Police Department","Speed Limit","White","Female",0,2003,19660950,40,4,10,FALSE,22.6
"56126",6321084,"Raleigh Police Department","Speed Limit","Black","Male",0,2006,19763012,21,9,8,TRUE,19
"128454",13165020,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2011,1982,23,3,25,TRUE,16.9
"7822",1958351,"Raleigh Police Department","Speed Limit","Black","Male",0,2002,19766501,32,6,22,TRUE,3.6
"40052",5082782,"Raleigh Police Department","Speed Limit","Black","Male",0,2005,19703591,52,4,19,FALSE,11.4
"168476",17096603,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2013,19811767,49,8,18,FALSE,3.9
"68736",7367989,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2007,7219,38,7,17,TRUE,23.2
"88558",9450558,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2008,19763012,19,12,19,TRUE,5.1
"10888",2264142,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19552992,52,9,12,FALSE,21.6
"54150",6169265,"Raleigh Police Department","Speed Limit","White","Female",0,2006,19743851,22,7,4,FALSE,10.7
"38647",4912325,"Raleigh Police Department","Speed Limit","Black","Male",0,2005,19706367,39,3,16,FALSE,2.7
"49574",5913151,"Raleigh Police Department","Speed Limit","White","Male",0,2006,19660126,27,4,4,FALSE,16.1
"41174",5182150,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2005,19807112,23,6,20,TRUE,8.1
"13548",2550698,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2002,2703,39,12,2,FALSE,17.6
"34067",4542197,"Raleigh Police Department","Speed Limit","White","Female",0,2004,19766282,19,10,1,TRUE,24.8
"103839",11168211,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2009,19807112,50,12,12,TRUE,20.5
"51121",5918607,"Raleigh Police Department","Speed Limit","Black","Male",0,2006,19757479,19,4,28,TRUE,15
"6456",1883950,"Raleigh Police Department","Seat Belt","Black","Male",0,2002,19646072,27,5,22,FALSE,10.2
"42817",5280350,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2005,19660126,54,7,31,FALSE,7
"129993",13311376,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2011,19727992,35,4,29,FALSE,24.4
"4311",1726353,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2002,19754956,27,4,12,TRUE,19.3
"147078",15014585,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2012,19863154,28,4,6,FALSE,24.8
"38040",4909915,"Raleigh Police Department","Other Vehicle","White","Male",0,2005,19787567,40,3,1,TRUE,17
"41856",5276353,"Raleigh Police Department","Investigation","Black","Male",0,2005,19670868,25,7,7,FALSE,22.8
"111669",11685472,"Raleigh Police Department","Stop Light/Sign","Black","Female",0,2010,19863154,47,5,21,FALSE,5.9
"135192",13817997,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19729159,29,7,6,FALSE,5.7
"114526",11859995,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2010,19876339,25,6,26,FALSE,10
"8796",2078720,"Raleigh Police Department","Speed Limit","Black","Female",0,2002,19706367,35,7,15,FALSE,12.9
"32516",4430914,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2004,19797672,46,8,16,FALSE,16.6
"70801",7492815,"Raleigh Police Department","Speed Limit","Black","Female",0,2007,19706367,24,8,31,FALSE,1.6
"78019",8118490,"Raleigh Police Department","Speed Limit","Black","Male",0,2008,19741754,35,2,27,TRUE,21.3
"140681",14434016,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19845641,45,12,19,FALSE,8.3
"165469",16821157,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2013,19889988,33,6,5,FALSE,22.1
"86705",9165103,"Raleigh Police Department","Speed Limit","White","Female",0,2008,19756826,33,9,1,FALSE,2.2
"148164",15157685,"Raleigh Police Department","Speed Limit","White","Male",0,2012,19825904,35,5,12,FALSE,20.1
"150622",15476566,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2012,19874584,23,7,14,TRUE,8.1
"7342",1956491,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2002,19731439,21,6,12,TRUE,2.2
"52612",5999484,"Raleigh Police Department","Speed Limit","Other","Male",0,2006,19797672,53,5,27,FALSE,9.6
"165618",16821718,"Raleigh Police Department","Speed Limit","White","Male",0,2013,19733125,25,6,4,FALSE,9.7
"29203",4118580,"Raleigh Police Department","Speed Limit","White","Male",0,2004,19790447,31,5,12,FALSE,16.2
"56660",6323346,"Raleigh Police Department","Speed Limit","White","Female",0,2006,19778104,21,9,21,TRUE,11.1
"138231",14196032,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2011,19775634,24,10,13,TRUE,24.3
"117264",12149474,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19807112,35,8,18,TRUE,22.8
"59690",6592002,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2006,19779011,45,12,1,FALSE,5.5
"25875",3835350,"Raleigh Police Department","Speed Limit","Black","Male",0,2004,19780513,31,1,24,TRUE,20
"45230",5602973,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2005,19821303,34,12,6,FALSE,14.3
"46764",5661520,"Raleigh Police Department","Speed Limit","Black","Male",0,2006,19800001,34,1,10,FALSE,13
"42392",5278760,"Raleigh Police Department","Safe Movement","White","Female",0,2005,19743851,22,7,21,FALSE,3.3
"54228",6169517,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2006,19806445,29,7,5,TRUE,7.7
"155456",16071406,"Raleigh Police Department","Speed Limit","White","Female",0,2012,19784435,27,12,19,FALSE,24
"91397",9829776,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2009,19727992,20,3,31,FALSE,19.7
"91348",9829553,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2009,19832496,43,3,28,FALSE,19.1
"65970",7142027,"Raleigh Police Department","Seat Belt","White","Female",0,2007,19780513,19,5,28,TRUE,0.2
"73466",7872086,"Raleigh Police Department","Other Vehicle","White","Male",0,2007,19775853,37,11,23,FALSE,2.9
"82567",8619147,"Raleigh Police Department","Speed Limit","Black","Female",0,2008,19806844,18,6,13,FALSE,9.2
"46755",5661496,"Raleigh Police Department","Speed Limit","Black","Male",0,2006,19775634,23,1,10,TRUE,17.9
"25161",3832335,"Raleigh Police Department","Speed Limit","Black","Female",0,2004,19790447,43,1,3,FALSE,13.8
"84187",8781840,"Raleigh Police Department","Seat Belt","White","Male",0,2008,19706367,46,8,13,FALSE,22.2
"126662",12999041,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2011,19788652,26,2,7,TRUE,10.5
"110906",11506160,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19706367,21,4,29,FALSE,16.8
"161513",16571132,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2013,19753837,51,4,6,FALSE,5.7
"70926",7493369,"Raleigh Police Department","Speed Limit","White","Female",0,2007,19660950,53,8,21,FALSE,2.8
"39975",5082406,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2005,19780513,43,4,16,TRUE,20.2
"114276",11858793,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19860851,35,6,15,FALSE,15.8
"87445",9239476,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2008,19815061,40,10,9,FALSE,10.6
"46735",5661437,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2006,19806445,48,1,9,TRUE,21.8
"75550",7939431,"Raleigh Police Department","Speed Limit","Black","Female",0,2007,19778104,31,12,27,TRUE,15.3
"153727",15720157,"Raleigh Police Department","Speed Limit","Black","Male",0,2012,19869336,27,9,3,TRUE,10.8
"88961",9452268,"Raleigh Police Department","Speed Limit","Black","Male",0,2008,19735614,32,12,29,FALSE,24.1
"78411",8279415,"Raleigh Police Department","Safe Movement","Black","Male",0,2008,19806445,19,3,31,TRUE,20.5
"101704",10707232,"Raleigh Police Department","Speed Limit","White","Female",0,2009,19729159,48,10,14,FALSE,15.9
"42463",5278991,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2005,19670868,22,7,23,FALSE,5.4
"106517",11257271,"Raleigh Police Department","Speed Limit","Black","Female",0,2010,19832496,44,2,3,FALSE,15.7
"158363",16299472,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2013,19820776,55,2,14,FALSE,6.5
"112424",11688417,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19775853,46,5,7,FALSE,12.1
"119336",12241085,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2010,19869336,50,9,1,TRUE,0.8
"40889",5181103,"Raleigh Police Department","Seat Belt","White","Female",0,2005,19790722,45,6,12,FALSE,12.1
"13825",2551623,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19660950,26,12,12,FALSE,15
"157375",16239146,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2013,19801946,19,1,28,TRUE,15.7
"41951",5276805,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2005,19703591,25,7,10,FALSE,17.3
"123979",12715574,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19876339,52,12,12,FALSE,4.7
"117461",12150445,"Raleigh Police Department","Other Vehicle","Black","Male",0,2010,19869336,51,8,4,TRUE,17
"5065",1729004,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19766501,21,4,28,TRUE,14.9
"83564",8667502,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2008,19800001,31,7,2,FALSE,13
"76458",8023811,"Raleigh Police Department","Speed Limit","Black","Male",0,2008,19778104,38,1,23,TRUE,5.3
"106005",11213629,"Raleigh Police Department","Other Vehicle","White","Female",0,2010,19811767,40,1,22,FALSE,17.3
"135510",13819223,"Raleigh Police Department","Other Vehicle","Black","Male",0,2011,19830600,48,7,31,TRUE,3.9
"97760",10443943,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2009,19687908,20,8,15,FALSE,14.5
"65101",7013619,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2007,19559345,51,3,14,TRUE,2.1
"54474",6170366,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2006,19785161,27,7,10,TRUE,24.4
"36326",4619577,"Raleigh Police Department","Speed Limit","White","Male",0,2004,19793811,24,12,11,TRUE,22.3
"22172",3326829,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2003,19706367,48,8,15,FALSE,7.1
"156263",16074610,"Raleigh Police Department","Driving Impaired","Black","Male",0,2012,19742931,21,12,17,TRUE,19.7
"70648",7492160,"Raleigh Police Department","Speed Limit","White","Female",0,2007,19706367,30,8,1,FALSE,15.8
"145710",15009023,"Raleigh Police Department","Speed Limit","Black","Male",0,2012,1984,36,4,1,FALSE,18.8
"129794",13310493,"Raleigh Police Department","Investigation","White","Female",0,2011,19873112,23,4,16,FALSE,23.8
"79394",8283787,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2008,19825904,39,3,23,FALSE,17
"70309",7490630,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2007,19715480,36,8,19,FALSE,22.2
"133508",13593096,"Raleigh Police Department","Seat Belt","White","Male",0,2011,19729159,48,6,14,FALSE,17.5
"147242",15015138,"Raleigh Police Department","Speed Limit","Black","Male",0,2012,19885202,58,4,30,FALSE,15.5
"169861",17338681,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2013,19889988,35,10,19,FALSE,9.8
"168834",17097572,"Raleigh Police Department","Speed Limit","Black","Female",0,2013,19660950,31,8,4,FALSE,7.6
"76601",8024248,"Raleigh Police Department","Speed Limit","Black","Male",0,2008,19706367,44,1,30,FALSE,1.9
"34449",4544029,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2004,19789594,26,10,13,TRUE,23.7
"105221",11210563,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19656606,23,1,9,TRUE,2
"79517",8352341,"Raleigh Police Department","Other Vehicle","White","Male",0,2008,19775853,36,4,26,FALSE,2.3
"125159",12864884,"Raleigh Police Department","Stop Light/Sign","Black","Female",0,2011,19796514,40,1,20,FALSE,12.9
"63307",6834377,"Raleigh Police Department","Speed Limit","Black","Male",0,2007,19728105,23,2,11,FALSE,6.9
"950",1427636,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2002,19715128,46,1,27,TRUE,10.1
"101695",10707195,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2009,19811767,40,10,13,FALSE,6.9
"78326",8278931,"Raleigh Police Department","Investigation","White","Female",0,2008,19832496,24,3,1,FALSE,8.6
"126942",13000282,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2011,19860609,31,2,23,FALSE,8.5
"1314",1496105,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2002,19687908,38,2,4,FALSE,9.8
"116878",12147492,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19787567,42,8,22,TRUE,0.8
"114990",12008842,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2010,19775634,38,7,11,TRUE,1.5
"146741",15013395,"Raleigh Police Department","Safe Movement","White","Male",0,2012,19742192,21,4,7,FALSE,23.2
"35916",4617820,"Raleigh Police Department","Speed Limit","White","Female",0,2004,19660950,23,12,1,FALSE,22.5
"126819",12999756,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2011,19873112,32,2,16,FALSE,15.5
"126765",12999478,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2011,19830600,37,2,12,TRUE,12.5
"85433",8786677,"Raleigh Police Department","Investigation","White","Male",0,2008,19775634,30,8,15,TRUE,6
"161234",16452754,"Raleigh Police Department","Seat Belt","White","Male",0,2013,19797672,39,3,2,FALSE,16.4
"103219",10839157,"Raleigh Police Department","Speed Limit","Black","Female",0,2009,19751354,35,11,27,TRUE,8.2
"90090",9679194,"Raleigh Police Department","Speed Limit","White","Female",0,2009,19834458,26,2,18,FALSE,4.8
"62474",6831786,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2007,19695379,25,1,30,FALSE,12.7
"82762",8619957,"Raleigh Police Department","Stop Light/Sign","Black","Female",0,2008,19775679,23,6,26,TRUE,15.9
