"","stopid","agency","purpose","race","gender","searchoccur","year","officerid","age","month","day","InFigure3","Berry"
"98489",10447005,"Raleigh Police Department","Speed Limit","Black","Female",0,2009,19775634,34,8,8,TRUE,8.2
"14412",2553894,"Raleigh Police Department","Speed Limit","White","Male",0,2002,19706367,50,12,31,FALSE,0.8
"124390",12717212,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19773343,37,12,5,FALSE,21.3
"141094",14436109,"Raleigh Police Department","Speed Limit","Black","Male",0,2011,19867460,28,12,25,TRUE,4
"70257",7490394,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2007,19729159,18,8,25,FALSE,17
"116319",12015134,"Raleigh Police Department","Stop Light/Sign","White","Female",0,2010,19737843,25,7,28,FALSE,3.3
"86172",9162941,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2008,19763012,23,9,20,TRUE,3.1
"27235",4109991,"Raleigh Police Department","Speed Limit","Other","Female",0,2004,19706218,38,3,13,FALSE,6
"94155",10006460,"Raleigh Police Department","Speed Limit","Black","Male",0,2009,19729159,39,5,28,FALSE,17.5
"70052",7489372,"Raleigh Police Department","Other Vehicle","White","Female",0,2007,19807112,30,8,24,TRUE,1.2
"22803",3367677,"Raleigh Police Department","Speed Limit","Black","Male",0,2003,19790447,20,9,2,FALSE,6.6
"92053",9859685,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2009,19822048,42,4,28,FALSE,10.7
"58687",6427167,"Raleigh Police Department","Speed Limit","White","Female",0,2006,19706367,22,11,9,FALSE,20.6
"67926",7263349,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2007,19766282,38,6,18,TRUE,3.6
"155410",16071195,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2012,19863154,44,12,14,FALSE,9.9
"46312",5607463,"Raleigh Police Department","Speed Limit","Black","Female",0,2005,19692424,22,12,31,TRUE,3.8
"166161",16958986,"Raleigh Police Department","Speed Limit","White","Female",0,2013,19835340,32,7,31,FALSE,0.9
"69489",7371297,"Raleigh Police Department","Speed Limit","Black","Female",0,2007,19706218,32,7,18,FALSE,8.1
"99941",10560343,"Raleigh Police Department","Speed Limit","Black","Female",0,2009,19729159,21,9,2,FALSE,15.7
"120496",12467289,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19860851,28,10,24,FALSE,1.1
"65010",7013285,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2007,19779011,30,3,10,FALSE,9.9
"11218",2265395,"Raleigh Police Department","Speed Limit","White","Female",0,2002,19660950,23,9,23,FALSE,16.1
"54775",6171532,"Raleigh Police Department","Other Vehicle","Black","Female",0,2006,19743851,24,7,15,FALSE,12.7
"58560",6426687,"Raleigh Police Department","Speed Limit","White","Female",0,2006,19729159,60,11,8,FALSE,21.8
"61095",6826581,"Raleigh Police Department","Other Vehicle","White","Male",0,2007,19830600,34,1,5,TRUE,14.3
"64740",7012287,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2007,19773343,30,3,8,FALSE,10.3
"37203",4774863,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2005,19787567,23,1,8,TRUE,22.7
"168120",17095538,"Raleigh Police Department","Speed Limit","Black","Female",0,2013,19706367,20,8,20,FALSE,14.2
"18245",2959011,"Raleigh Police Department","Other Vehicle","Black","Female",0,2003,19684688,20,4,14,TRUE,8.4
"73294",7706357,"Raleigh Police Department","Speed Limit","Black","Female",0,2007,19778104,43,10,3,TRUE,8.2
"7709",1957942,"Raleigh Police Department","Seat Belt","White","Male",0,2002,19706367,19,6,20,FALSE,14.4
"13426",2471536,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2002,19745114,50,11,28,FALSE,19.9
"151935",15580688,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2012,19864602,59,8,26,FALSE,6.1
"15062",2690853,"Raleigh Police Department","Other Vehicle","White","Female",0,2003,19766282,28,1,16,TRUE,20.6
"111685",11685529,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2010,19872955,46,5,21,FALSE,4.1
"14719",2689451,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2003,19757479,18,1,9,TRUE,7.2
"104169",11169808,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2009,19867460,37,12,22,TRUE,7.8
"113774",11856785,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2010,19830600,26,6,16,TRUE,7.6
"89808",9678092,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2009,2916,24,2,11,TRUE,15.5
"67085",7146433,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19692424,37,5,24,TRUE,2.3
"144226",14924074,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2012,19767441,30,3,5,FALSE,0.6
"76451",8023790,"Raleigh Police Department","Speed Limit","White","Female",0,2008,19660950,27,1,23,FALSE,6.9
"88828",9451795,"Raleigh Police Department","Speed Limit","White","Male",0,2008,19729159,22,12,16,FALSE,10.8
"160180",16449324,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2013,19835340,30,3,31,FALSE,13.6
"68195",7264484,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19660950,20,6,26,FALSE,25
"89994",9678815,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2009,19796514,40,2,1,FALSE,0.1
"39760",5081399,"Raleigh Police Department","Safe Movement","Other","Male",0,2005,19606659,28,4,9,FALSE,8.8
"88504",9450349,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2008,19774153,22,12,16,TRUE,21.3
"20045",3144708,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2003,2703,23,6,6,FALSE,24.8
"35751",4617179,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2004,19766501,36,11,28,TRUE,13.5
"57032",6421053,"Raleigh Police Department","Safe Movement","Black","Male",0,2006,19752431,34,10,2,TRUE,6.3
"124414",12717293,"Raleigh Police Department","Vehicle Equipment","Other","Male",0,2010,1984,50,12,2,FALSE,7.9
"119864",12243311,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2010,19863154,29,9,30,FALSE,18.3
"73072",7705253,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19778104,29,10,3,TRUE,9.1
"76961",8025632,"Raleigh Police Department","Speed Limit","Other","Female",0,2008,19807112,38,1,6,TRUE,5.9
"44514",5438319,"Raleigh Police Department","Speed Limit","White","Male",0,2005,19706367,20,9,15,FALSE,4.8
"67216",7147028,"Raleigh Police Department","Other Vehicle","Black","Female",0,2007,19706367,30,5,10,FALSE,2.2
"130172",13312129,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2011,1986,34,4,28,FALSE,20.5
"66705",7145053,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19729159,31,5,19,FALSE,5.9
"58273",6425630,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2006,19670868,26,11,2,FALSE,0.6
"161524",16571182,"Raleigh Police Department","Speed Limit","Black","Female",0,2013,19860851,32,4,7,FALSE,19.8
"146403",15011823,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2012,19787929,30,4,25,TRUE,19
"133801",13594381,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2011,19774153,28,6,28,TRUE,6.7
"1094",1428076,"Raleigh Police Department","Speed Limit","Other","Male",0,2002,19706367,23,1,30,FALSE,12.3
"92661",9862089,"Raleigh Police Department","Speed Limit","Black","Male",0,2009,7219,20,4,7,TRUE,3
"128450",13165007,"Raleigh Police Department","Speed Limit","Black","Male",0,2011,1986,21,3,25,FALSE,13.1
"38774",4912752,"Raleigh Police Department","Speed Limit","White","Male",0,2005,19706367,31,3,18,FALSE,21.5
"8448",2077514,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2002,19797672,34,7,7,FALSE,23.2
"24370",3562326,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2003,19723556,24,11,1,FALSE,10.1
"65635",7015585,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19778104,47,3,14,TRUE,23.9
"150664",15476795,"Raleigh Police Department","Vehicle Equipment","Black","Female",0,2012,19863154,35,7,15,FALSE,21.7
"100430",10562032,"Raleigh Police Department","Speed Limit","Black","Male",0,2009,19737843,36,9,4,FALSE,9.7
"37846",4778265,"Raleigh Police Department","Speed Limit","Black","Female",0,2005,19706367,54,1,27,FALSE,15.3
"61408",6827737,"Raleigh Police Department","Speed Limit","Black","Male",0,2007,19729159,38,1,11,FALSE,0.9
"133054",13590925,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2011,19820776,30,6,19,FALSE,21.7
"19647",3031388,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2003,19785161,27,5,28,TRUE,19.8
"38241",4910639,"Raleigh Police Department","Speed Limit","White","Male",0,2005,19723556,29,3,5,FALSE,17.2
"65961",7142007,"Raleigh Police Department","Seat Belt","White","Male",0,2007,19660950,24,5,29,FALSE,18.9
"39256",4914610,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2005,19729159,18,3,27,FALSE,11
"163195",16722654,"Raleigh Police Department","Safe Movement","White","Female",0,2013,19835340,38,5,8,FALSE,2.3
"66551",7144727,"Raleigh Police Department","Speed Limit","Black","Male",0,2007,19787929,41,5,16,TRUE,20.6
"89334",9675708,"Raleigh Police Department","Other Vehicle","White","Male",0,2009,19735614,46,2,12,FALSE,4.6
"140217",14355026,"Raleigh Police Department","Speed Limit","Black","Female",0,2011,19869336,22,11,7,TRUE,12.5
"99792",10559827,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2009,19773343,37,9,3,FALSE,17.2
"34178",4542700,"Raleigh Police Department","Speed Limit","White","Female",0,2004,19790722,36,10,4,FALSE,1.3
"15131",2691128,"Raleigh Police Department","Speed Limit","White","Female",0,2003,19743851,19,1,18,FALSE,5.1
"151701",15579808,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2012,19861417,35,8,31,FALSE,22.4
"148360",15158708,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2012,19703591,59,5,9,FALSE,6.7
"156622",16075954,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2012,19869336,33,12,2,TRUE,18.2
"104262",11170233,"Raleigh Police Department","Speed Limit","Black","Female",0,2009,19778104,54,12,24,TRUE,18.2
"146218",15011050,"Raleigh Police Department","Investigation","White","Female",0,2012,19767441,44,4,27,FALSE,20.9
"152350",15582287,"Raleigh Police Department","Safe Movement","Black","Male",0,2012,19843686,25,8,12,TRUE,23.2
"151851",15580438,"Raleigh Police Department","Speed Limit","Black","Female",0,2012,19729159,38,8,24,FALSE,11.6
"16949",2852785,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2003,19678924,28,3,5,FALSE,4.9
"140077",14354429,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2011,19811830,24,11,10,TRUE,21.2
"128595",13165588,"Raleigh Police Department","Speed Limit","White","Male",0,2011,19737879,34,3,20,FALSE,18.2
"106336",11214908,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2010,19825904,27,1,27,FALSE,16.2
"124397",12717238,"Raleigh Police Department","Vehicle Equipment","Black","Male",0,2010,19670487,28,12,5,FALSE,1.7
"98328",10446368,"Raleigh Police Department","Speed Limit","White","Female",0,2009,19706367,25,8,28,FALSE,8.8
"76307",8023234,"Raleigh Police Department","Vehicle Regulatory","Black","Male",0,2008,19703591,25,1,3,FALSE,15.7
"150936",15478117,"Raleigh Police Department","Speed Limit","White","Male",0,2012,19769805,22,7,4,FALSE,19.2
"34750",4545581,"Raleigh Police Department","Investigation","Black","Male",0,2004,19693587,24,10,25,FALSE,9.2
"114857",12008281,"Raleigh Police Department","Stop Light/Sign","Black","Male",0,2010,19549535,50,7,5,FALSE,5.5
"73486",7872185,"Raleigh Police Department","Other Vehicle","White","Male",0,2007,1984,25,11,16,FALSE,5.6
"2822",1623946,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2002,19745114,42,3,8,FALSE,7.5
"20469",3146735,"Raleigh Police Department","Speed Limit","Other","Male",0,2003,19735279,35,6,25,TRUE,13.9
"49910",5914212,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2006,19729159,37,4,8,FALSE,14.8
"93337",10003198,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2009,19743851,23,5,22,FALSE,15.9
"25583",3834186,"Raleigh Police Department","Speed Limit","Black","Male",0,2004,19706367,25,1,15,FALSE,9.7
"3687",1626815,"Raleigh Police Department","Investigation","White","Female",0,2002,19729003,42,3,30,FALSE,10.4
"146271",15011209,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2012,19796514,49,4,22,FALSE,22.2
"120570",12467659,"Raleigh Police Department","Safe Movement","White","Female",0,2010,19806445,31,10,31,TRUE,3.2
"154004",15822902,"Raleigh Police Department","Other Vehicle","White","Female",0,2012,19743851,38,10,7,FALSE,1.8
"76873",8025354,"Raleigh Police Department","Speed Limit","Black","Male",0,2008,19706367,33,1,2,FALSE,20.3
"88791",9451589,"Raleigh Police Department","Safe Movement","White","Male",0,2008,19742931,22,12,10,TRUE,21.3
"92856",10000856,"Raleigh Police Department","Seat Belt","Black","Male",0,2009,19775679,31,5,24,TRUE,18.1
"48955",5746231,"Raleigh Police Department","Speed Limit","Black","Female",0,2006,19790722,32,2,20,FALSE,14.2
"145445",14929399,"Raleigh Police Department","Other Vehicle","White","Female",0,2012,19843686,28,3,1,TRUE,21
"12914",2469759,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2002,19752431,43,11,13,TRUE,13.2
"19552",3031054,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2003,19743851,23,5,25,FALSE,10.9
"98399",10446602,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2009,19843686,39,8,14,TRUE,6.1
"88915",9452114,"Raleigh Police Department","Stop Light/Sign","White","Male",0,2008,19730396,30,12,24,TRUE,11.6
"2186",1499047,"Raleigh Police Department","Other Vehicle","White","Male",0,2002,19742931,19,2,23,TRUE,13.1
"99233",10557184,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2009,19728105,21,9,28,FALSE,7.1
"133844",13594561,"Raleigh Police Department","Vehicle Equipment","White","Male",0,2011,19860851,21,6,28,FALSE,21.6
"36741",4621400,"Raleigh Police Department","Safe Movement","Black","Male",0,2004,19797672,24,12,24,FALSE,7.1
"77610",8116770,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2008,19729159,21,2,1,FALSE,18.6
"172946",17583797,"Raleigh Police Department","Speed Limit","Black","Male",0,2013,19872955,36,12,28,FALSE,13.5
"140585",14433529,"Raleigh Police Department","Speed Limit","Black","Female",0,2011,19736439,31,12,11,FALSE,16
"119303",12240947,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19867460,24,9,4,TRUE,18.3
"51082",5918482,"Raleigh Police Department","Speed Limit","Black","Female",0,2006,19706367,28,4,28,FALSE,20.3
"122391",12568943,"Raleigh Police Department","Vehicle Regulatory","Other","Male",0,2010,19733125,35,11,13,FALSE,4.8
"58099",6425040,"Raleigh Police Department","Investigation","Other","Male",0,2006,19767184,36,10,29,FALSE,0.2
"20182",3145382,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2003,19703591,21,6,12,FALSE,14.3
"145359",14929120,"Raleigh Police Department","Other Vehicle","Black","Male",0,2012,19812106,26,3,7,FALSE,17
"134206",13813548,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2011,19784435,52,7,14,FALSE,1.1
"59503",6430113,"Raleigh Police Department","Speed Limit","White","Male",0,2006,19740760,19,11,26,FALSE,2.3
"106258",11214608,"Raleigh Police Department","Vehicle Equipment","White","Female",0,2010,19767441,40,1,26,FALSE,9
"82216",8617816,"Raleigh Police Department","Safe Movement","Black","Female",0,2008,19835340,24,6,19,FALSE,17.1
"93887",10005524,"Raleigh Police Department","Speed Limit","White","Male",0,2009,19743851,35,5,23,FALSE,2.7
"107896",11263206,"Raleigh Police Department","Seat Belt","White","Male",0,2010,19735279,32,2,28,TRUE,5.5
"154162",15823628,"Raleigh Police Department","Speed Limit","White","Male",0,2012,19845641,33,10,23,FALSE,6.5
"34735",4545484,"Raleigh Police Department","Driving Impaired","White","Male",0,2004,19778104,29,10,24,TRUE,7.7
"67484",7261447,"Raleigh Police Department","Other Vehicle","Black","Male",0,2007,19751354,25,6,11,TRUE,21.2
"133456",13592926,"Raleigh Police Department","Vehicle Regulatory","White","Female",0,2011,19703591,40,6,4,FALSE,21.3
"160200",16449405,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2013,19746097,26,3,31,TRUE,15.3
"150741",15477145,"Raleigh Police Department","Vehicle Regulatory","Black","Female",0,2012,19845641,29,7,11,FALSE,5.8
"110215",11503178,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2010,19541308,30,4,19,FALSE,14.1
"96851",10349796,"Raleigh Police Department","Speed Limit","White","Female",0,2009,19743851,38,7,13,FALSE,5.1
"69242",7370320,"Raleigh Police Department","Speed Limit","White","Male",0,2007,19778104,41,7,26,TRUE,18.7
"34855",4545984,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2004,19780513,35,10,27,TRUE,12.6
"106247",11214567,"Raleigh Police Department","Seat Belt","Black","Male",0,2010,19786618,28,1,26,TRUE,2.1
"120199",12466115,"Raleigh Police Department","Other Vehicle","Black","Male",0,2010,19767441,25,10,18,FALSE,18.4
"33527",4435370,"Raleigh Police Department","Speed Limit","Black","Female",0,2004,19660950,28,9,14,FALSE,11.3
"32163",4429393,"Raleigh Police Department","Speed Limit","White","Male",0,2004,19660950,44,8,5,FALSE,9.5
"156345",16074918,"Raleigh Police Department","Vehicle Regulatory","White","Male",0,2012,19773343,30,12,6,FALSE,8.7
"136235",13895413,"Raleigh Police Department","Speed Limit","White","Male",0,2011,19737843,37,8,20,FALSE,10.3
"119109",12240250,"Raleigh Police Department","Speed Limit","White","Male",0,2010,19736439,50,9,9,FALSE,22.1
"137553",14006748,"Raleigh Police Department","Safe Movement","White","Male",0,2011,19874584,21,9,20,TRUE,24.3
